date_time,data_set,loss_func,rnd_seed_input,rnd_search_iter,rnd_search_iter_no,beta,eta,epochs,patience,early_stop_delay,batch_size,learning_rate,lambda_mod,n_layers,n_units,prob_drop,epoch_stopped_on,loss_mse_train,loss_rmse_train,loss_mae_train,loss_rmsle_train,r2_train,loss_mse_val,loss_rmse_val,loss_mae_val,loss_rmsle_val,r2_val,r2_val_avg,r2_train_2_avg,r2_train_3_avg,date_time_seed,model_checkpoint_name,r2_test,r2_test_avg,loss_mae_test,loss_rmse_test,loss_rmsle_test,weibull_loss,prob_drop_true,mse,rmse,rmsle,weibull_mse,weibull_rmse,weibull_rmsle,weibull_only_mse,weibull_only_rmse,weibull_only_rmsle
2021_04_05_14:38:19,ims,weibull_rmsle,4630474,3000,0,2.0,63.89398092270162,2000,50,0,128,0.0001,1.3655389973612324,3,16,0.2,93,0.0597442880529781,0.244538128376007,0.2053532898426056,0.1696805506944656,0.2802111749554359,0.0511005409061908,0.2260543256998062,0.2053532898426056,0.1579244881868362,0.3645276720823918,0.3748258611060676,0.6324008802427057,0.2512699765548548,2021_04_05_14:38:19_4630474,2021_04_05_14:38:19_weibull_rmsle_4630474.pt,0.6675943797925046,0.676225062539668,0.12917494773864746,0.1634928286075592,0.12016207724809647,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:58:30,ims,rmsle,469359,3000,3,2.0,63.89398092270162,2000,50,0,64,0.01,2.858838445339156,2,256,0.1,1,0.0615481733304003,0.237594336271286,0.1997180581092834,0.161062404513359,0.3205084680509799,0.0533596239984035,0.2309970408678054,0.1997180581092834,0.1599071770906448,0.3364343879644923,0.3734687278545906,0.619407960048582,0.3307476241442291,2021_04_05_13:58:30_469359,2021_04_05_13:58:30_rmsle_469359.pt,0.6675661697369076,0.6990585590068986,0.1281508356332779,0.16349975764751434,0.11545869708061218,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_17:20:59,ims,rmse,2135948,3000,8,2.0,63.89398092270162,2000,50,0,64,0.0001,0.6891128026404062,7,128,0.6,41,0.0599415403345356,0.2464427202939987,0.2063698470592498,0.1691248416900634,0.2689553241140675,0.0527288317680358,0.2296275943517685,0.2063698470592498,0.16139817237854,0.3442787843692506,0.3592650829277543,0.665738784477276,0.2499984798417293,2021_04_05_17:20:59_2135948,2021_04_05_17:20:59_rmse_2135948.pt,0.6674886797392342,0.6871061623790985,0.12384810298681259,0.16351881623268127,0.1206626370549202,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_12:38:28,ims,weibull_mse,2031227,3000,6,2.0,63.89398092270162,2000,50,0,512,0.1,0.7933374675706779,5,32,0.0,5,0.0556005395948886,0.246389627456665,0.2079729437828064,0.1672328859567642,0.2692702393407353,0.0562016256153583,0.2370688468217849,0.2079729437828064,0.1672141104936599,0.3010919704730863,0.3182408378783294,0.6872579457679371,0.2154322799913064,2021_04_05_12:38:28_2031227,2021_04_05_12:38:28_weibull_mse_2031227.pt,0.6674081281996663,0.6872121186411837,0.1263900250196457,0.1635386198759079,0.11973140388727188,1,0,0,0,0,1,0,0,0,0,0
2021_04_05_14:18:05,ims,rmsle,6453999,3000,6,2.0,63.89398092270162,2000,50,0,64,0.01,1.260307693563658,2,32,0.4,1,0.0678870832142622,0.2478610873222351,0.2080177068710327,0.169986605644226,0.2605161495587321,0.0500317476689815,0.2236777991056442,0.2080177068710327,0.153592512011528,0.3778189469185615,0.3870164308152229,0.6965695871785478,0.2149481731595476,2021_04_05_14:18:05_6453999,2021_04_05_14:18:05_rmsle_6453999.pt,0.667334280594823,0.6754555292419981,0.132930189371109,0.1635567843914032,0.11844456940889359,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_17:17:41,ims,weibull_rmsle,4673030,3000,7,2.0,63.89398092270162,2000,50,0,512,0.001,2.691763200738301,5,256,0.1,5,0.0608547742168108,0.2422670423984527,0.2016933113336563,0.1693678796291351,0.2935187658810949,0.0513511039316654,0.2266078293323516,0.2016933113336563,0.1566387265920639,0.3614118120337706,0.3838650453319304,0.7193080503796737,0.2742147140289307,2021_04_05_17:17:41_4673030,2021_04_05_17:17:41_weibull_rmsle_4673030.pt,0.6672890917291459,0.6802283917549216,0.13050955533981323,0.16356788575649261,0.12016802281141281,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:35:55,ims,rmsle,1707436,3000,0,2.0,63.89398092270162,2000,50,0,64,0.0001,2.548835680231562,4,32,0.2,24,0.0594050814600094,0.2433608770370483,0.2043444663286209,0.1684523075819015,0.2871248271282667,0.050813965499401,0.2254195511341095,0.2043444663286209,0.1578927189111709,0.3680914914759476,0.3813213257742583,0.6567805188534643,0.2550341359509254,2021_04_05_15:35:55_1707436,2021_04_05_15:35:55_rmsle_1707436.pt,0.6670814664876732,0.6775661601438787,0.12366314977407455,0.16361890733242035,0.12134159356355667,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_13:49:13,ims,rmsle,4082166,3000,3,2.0,63.89398092270162,2000,50,0,128,0.001,2.214572660614296,2,256,0.25,8,0.059117483745875,0.2399811893701553,0.2011754661798477,0.1673721671104431,0.3067875426953077,0.0477252900600433,0.218461200594902,0.2011754661798477,0.1525694876909256,0.4065014373855116,0.4228902377304521,0.6617845231669229,0.2844498647555192,2021_04_05_13:49:13_4082166,2021_04_05_13:49:13_rmsle_4082166.pt,0.6669579369942624,0.6801753575707793,0.12229301780462265,0.16364926099777222,0.12123125791549683,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_13:16:20,ims,weibull_mse,1283070,3000,0,2.0,63.89398092270162,2000,50,0,256,0.0001,0.4375855648278671,5,64,0.1,34,0.0580337641054186,0.2406844496726989,0.20059235394001,0.1681879460811615,0.3027186713678053,0.0511508993804454,0.2261656820774078,0.20059235394001,0.1567746549844741,0.3639014237915617,0.3800547247200116,0.7089877978821935,0.284473887582229,2021_04_05_13:16:20_1283070,2021_04_05_13:16:20_weibull_mse_1283070.pt,0.6668414745390554,0.6784764802074468,0.13364841043949127,0.1636778861284256,0.11969992518424988,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_15:35:55,ims,weibull_mse,5826015,3000,0,2.0,63.89398092270162,2000,50,0,64,0.01,1.8314812072993472,5,64,0.4,1,0.0671676714135253,0.2479143291711807,0.20874685049057,0.1703462600708007,0.2601985099849229,0.0509060248732566,0.2256236672401428,0.20874685049057,0.1594365686178207,0.366946692551241,0.3841685422488313,0.6533438398619305,0.2154299558933,2021_04_05_15:35:55_5826015,2021_04_05_15:35:55_weibull_mse_5826015.pt,0.6666759333485393,0.6828099259582361,0.1253294199705124,0.16371853649616241,0.12101533263921738,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_14:08:40,ims,weibull_mse,1812679,3000,9,2.0,63.89398092270162,2000,50,0,512,0.01,0.0785820280871993,6,128,0.5,4,0.0574199351171652,0.2392955124378204,0.2006638795137405,0.1647364795207977,0.3107432118262088,0.0535510554909706,0.2314110249280929,0.2006638795137405,0.1633175760507583,0.3340538263059877,0.3496366105960942,0.6999493046871753,0.2833800375354042,2021_04_05_14:08:40_1812679,2021_04_05_14:08:40_weibull_mse_1812679.pt,0.666542534836863,0.6773475757350362,0.12457339465618134,0.1637512892484665,0.12027275562286377,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_12:31:26,ims,rmse,8095234,3000,3,2.0,63.89398092270162,2000,50,0,64,0.01,0.733950210054847,5,128,0.4,1,0.0640915614431319,0.2577026784420013,0.2158598005771637,0.1737436056137085,0.200626297582848,0.05414829403162,0.2326978892087936,0.2158598005771637,0.1612930744886398,0.3266267150310628,0.3635266926393907,0.6703831656662329,0.1493376708400978,2021_04_05_12:31:26_8095234,2021_04_05_12:31:26_rmse_8095234.pt,0.666478515748971,0.7037328199330986,0.12807638943195343,0.163767009973526,0.11739899218082428,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_14:32:17,ims,mse,4560877,3000,10,2.0,63.89398092270162,2000,50,0,128,0.001,2.844061661975229,5,64,0.2,3,0.0611191334780947,0.2407781481742859,0.2005528658628463,0.1672614514827728,0.3021757487540361,0.0534933172166347,0.2312862426042556,0.2005528658628463,0.16073939204216,0.3347718285494034,0.3439259886628802,0.7058182583534041,0.292313200901826,2021_04_05_14:32:17_4560877,2021_04_05_14:32:17_mse_4560877.pt,0.6664028596954994,0.6778980922927551,0.13598501682281494,0.16378559172153473,0.11916845291852951,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_15:42:49,ims,weibull_rmsle,7355737,3000,4,2.0,63.89398092270162,2000,50,0,512,0.0001,1.344199355425967,5,128,0.2,44,0.0578987523913383,0.240981325507164,0.2010324448347091,0.1667768657207489,0.3009975182845803,0.0502794384956359,0.2242307960987091,0.2010324448347091,0.1541551053524017,0.3747387213830049,0.3965585794584482,0.748554123632664,0.2810206321399607,2021_04_05_15:42:49_7355737,2021_04_05_15:42:49_weibull_rmsle_7355737.pt,0.6659625072834094,0.6802685151265779,0.13228018581867218,0.16389364004135132,0.1194615289568901,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_12:30:52,ims,weibull_mse,9353278,3000,0,2.0,63.89398092270162,2000,50,0,256,0.0001,1.8590186108104536,6,128,0.5,56,0.0581956647079566,0.2412475198507309,0.2010856419801712,0.1666269302368164,0.2994524360202447,0.0497775189578533,0.2231087833642959,0.2010856419801712,0.1543943434953689,0.3809805021338692,0.390507416120464,0.7037290025191075,0.2942106332923091,2021_04_05_12:30:52_9353278,2021_04_05_12:30:52_weibull_mse_9353278.pt,0.6656328642353138,0.6815779817198391,0.12496877461671829,0.16397449374198914,0.1206858679652214,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_14:45:24,ims,weibull_rmsle,208879,3000,4,2.0,63.89398092270162,2000,50,0,128,0.001,2.221872698765776,2,256,0.25,8,0.0576634606796092,0.2373404949903488,0.1989563703536987,0.1659299433231353,0.321959565474919,0.0485132820904254,0.2202573269605636,0.1989563703536987,0.1553480327129364,0.3967021696971947,0.4183802926411915,0.6487538642542563,0.3096647138357334,2021_04_05_14:45:24_208879,2021_04_05_14:45:24_weibull_rmsle_208879.pt,0.6652418140161533,0.6814083748967976,0.12069187313318253,0.16407035291194916,0.12151999771595001,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:59:31,ims,weibull_rmsle,6113651,3000,9,2.0,63.89398092270162,2000,50,0,256,0.01,0.487085735971458,2,16,0.5,4,0.0614640150090743,0.2432733178138733,0.204041987657547,0.1694157719612121,0.2876377710640967,0.0497459135949611,0.2230379432439804,0.204041987657547,0.1559506952762603,0.3813735318890054,0.3948535506116949,0.6483799253628523,0.2613839504821269,2021_04_05_13:59:31_6113651,2021_04_05_13:59:31_weibull_rmsle_6113651.pt,0.6651399713204942,0.6759228592226365,0.12428843975067139,0.16409531235694885,0.12143425643444061,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_16:43:46,ims,rmsle,4252823,3000,6,2.0,63.89398092270162,2000,50,0,128,0.001,1.8642779518909824,2,256,0.0,7,0.0591490844200397,0.2396750301122665,0.2008564174175262,0.1674368530511856,0.3085551329685749,0.0473070628941059,0.2175019085407257,0.2008564174175262,0.1521821171045303,0.4117023534336845,0.4294329638953122,0.6565352643824366,0.2901639967308191,2021_04_05_16:43:46_4252823,2021_04_05_16:43:46_rmsle_4252823.pt,0.66494604104823,0.6784862995081604,0.12219216674566269,0.16414283215999603,0.12162085622549057,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_13:37:31,ims,weibull_rmse,1102269,3000,1,2.0,63.89398092270162,2000,50,0,64,0.001,1.896473620034808,3,32,0.5,5,0.0600807141998539,0.2402070164680481,0.20154370367527,0.1680402308702469,0.3054823287445414,0.0551859438419342,0.2349169105291366,0.20154370367527,0.1656781136989593,0.3137227654270088,0.3268008626570723,0.6101364341933031,0.2892490402612396,2021_04_05_13:37:31_1102269,2021_04_05_13:37:31_weibull_rmse_1102269.pt,0.6647572706717586,0.6765361882191836,0.1194535568356514,0.16418905556201935,0.12224375456571579,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_12:19:43,ims,weibull_mse,8095234,3000,2,2.0,63.89398092270162,2000,50,0,32,0.001,1.999990584455654,4,32,0.2,2,0.0623173609733841,0.2393100410699844,0.2001837790012359,0.1675350219011306,0.31065952006597,0.0603348650038242,0.2456315904855728,0.2001837790012359,0.1727387458086013,0.2496922077018782,0.2597930448178857,0.6129900408120303,0.3088155331125375,2021_04_05_12:19:43_8095234,2021_04_05_12:19:43_weibull_mse_8095234.pt,0.6646284831077746,0.6781332665830317,0.11747819930315018,0.16422058641910553,0.122230663895607,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_16:53:22,ims,weibull_rmsle,7214527,3000,7,2.0,63.89398092270162,2000,50,0,32,0.0001,1.9590471696349696,2,16,0.5,78,0.0600551589184713,0.24494668841362,0.2063442170619964,0.1696384251117706,0.2778039391971367,0.0517724379897117,0.227535605430603,0.2063442170619964,0.1597135066986084,0.3561721939818189,0.3664578790076755,0.6093401120992554,0.2439580960072929,2021_04_05_16:53:22_7214527,2021_04_05_16:53:22_weibull_rmsle_7214527.pt,0.6646153278880762,0.6741823016106517,0.12476928532123566,0.1642238050699234,0.12153951078653336,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:11:14,ims,rmse,6113651,3000,11,2.0,63.89398092270162,2000,50,0,128,0.001,0.899683058304511,7,64,0.4,5,0.0626535012932687,0.250093549489975,0.2096325308084488,0.1716274619102478,0.2471351399132887,0.0533758215606212,0.2310320883989334,0.2096325308084488,0.1612967848777771,0.3362329748650779,0.3432877360852799,0.6744525684975355,0.2078796294619823,2021_04_05_14:11:14_6113651,2021_04_05_14:11:14_rmse_6113651.pt,0.6643442901420513,0.6795676267430033,0.13087335228919983,0.1642901450395584,0.12063543498516083,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_12:58:57,ims,weibull_rmse,8427378,3000,5,2.0,63.89398092270162,2000,50,0,512,0.01,1.010087771497976,6,32,0.5,5,0.0612709924578666,0.2384205609560012,0.1985109746456146,0.1662074625492096,0.3157743170010594,0.0619815550744533,0.2489609569311142,0.1985109746456146,0.1756285429000854,0.2292144785714859,0.239016436853655,0.6404034224640225,0.3332270180087091,2021_04_05_12:58:57_8427378,2021_04_05_12:58:57_weibull_rmse_8427378.pt,0.6643417095727819,0.6751226304777476,0.12569500505924225,0.16429078578948975,0.12042102962732315,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_16:55:09,ims,rmsle,7106481,3000,6,2.0,63.89398092270162,2000,50,0,32,0.0001,2.9195359348244128,7,128,0.2,7,0.057698170137978,0.2432434260845184,0.2025697380304336,0.1666352599859237,0.28781283090137,0.0464346632361412,0.2154870480298996,0.2025697380304336,0.1446179449558258,0.4225513139632499,0.4356405270627489,0.7649597617246277,0.2740496906554224,2021_04_05_16:55:09_7106481,2021_04_05_16:55:09_rmsle_7106481.pt,0.6643185021139724,0.6791467696498514,0.14153140783309937,0.1642964780330658,0.11709383875131607,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_13:37:02,ims,weibull_rmse,1963015,3000,2,2.0,63.89398092270162,2000,50,0,256,0.01,2.770431353097181,4,128,0.6,2,0.0603894308723252,0.238544687628746,0.1994354277849197,0.1655837595462799,0.3150617334471993,0.0545292682945728,0.233515053987503,0.1994354277849197,0.1640716344118118,0.321889010641304,0.3339413623815074,0.7104740730572268,0.2859417411918193,2021_04_05_13:37:02_1963015,2021_04_05_13:37:02_weibull_rmse_1963015.pt,0.6642259815677269,0.6759016001213851,0.12747283279895782,0.16431911289691925,0.12058979272842407,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_12:52:57,ims,rmsle,8095234,3000,8,2.0,63.89398092270162,2000,50,0,256,0.01,2.042614131892531,7,256,0.4,2,0.0679677505174587,0.2503528892993927,0.2105366736650467,0.1718710660934448,0.2455729557500713,0.0554422326385974,0.2354617714881897,0.2105366736650467,0.165278285741806,0.3105356413799386,0.3513784595168293,0.5479136389072761,0.2285917363957146,2021_04_05_12:52:57_8095234,2021_04_05_12:52:57_rmsle_8095234.pt,0.6641495548626075,0.6814230694233134,0.1360832154750824,0.16433781385421753,0.11860428005456924,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:58:32,ims,weibull_rmsle,8488508,3000,5,2.0,63.89398092270162,2000,50,0,256,0.001,0.0871048997302152,3,256,0.25,5,0.0602209853201076,0.2403716295957565,0.2008823156356811,0.168678805232048,0.3045300498870756,0.0490405708551406,0.221451073884964,0.2008823156356811,0.1550758928060531,0.3901449460309816,0.4100816633474171,0.6586327319397751,0.290562364687948,2021_04_05_14:58:32_8488508,2021_04_05_14:58:32_weibull_rmsle_8488508.pt,0.663837266375555,0.6782109332393447,0.11845622211694717,0.1644141972064972,0.12239754945039749,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:59:55,ims,weibull_rmsle,645237,3000,3,2.0,63.89398092270162,2000,50,0,64,0.01,0.5323735746968417,2,16,0.0,1,0.0678506633185822,0.247324138879776,0.2073963284492492,0.169809490442276,0.2637166120745018,0.0506225675344467,0.2249946147203445,0.2073963284492492,0.152553454041481,0.3704716501108337,0.3783748074920714,0.705656183213192,0.2200168596411515,2021_04_05_15:59:55_645237,2021_04_05_15:59:55_weibull_rmsle_645237.pt,0.6637891700805152,0.6717709338583981,0.13379913568496704,0.16442595422267914,0.11899643391370773,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_13:49:45,ims,weibull_rmsle,7668597,3000,11,2.0,63.89398092270162,2000,50,0,64,0.0001,0.7006970659531679,6,256,0.25,9,0.0577672399904417,0.2421808540821075,0.201556384563446,0.1663054376840591,0.294021413436598,0.0451008193194866,0.2123695462942123,0.201556384563446,0.1426021605730056,0.439138636572131,0.4645776720207109,0.7736870017586184,0.2839609602313382,2021_04_05_13:49:45_7668597,2021_04_05_13:49:45_weibull_rmsle_7668597.pt,0.663374078688957,0.6815938054735386,0.13616548478603363,0.16452741622924805,0.11834811419248581,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:34:59,ims,weibull_rmsle,5053742,3000,2,2.0,63.89398092270162,2000,50,0,256,0.001,0.1553214998837432,7,32,0.0,4,0.0670813016336539,0.2554391324520111,0.2150270491838455,0.1756396144628524,0.2146074184156008,0.0545176155865192,0.2334900945425033,0.2150270491838455,0.1606453359127044,0.3220339170640443,0.3258054657196526,0.5790635565146434,0.1766907292642758,2021_04_05_14:34:59_5053742,2021_04_05_14:34:59_weibull_rmsle_5053742.pt,0.6630635969381085,0.6729107821012926,0.1315804272890091,0.16460327804088593,0.12138977646827698,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_15:28:26,ims,rmse,7933851,3000,4,2.0,63.89398092270162,2000,50,0,64,0.001,0.0288392420252054,5,128,0.0,1,0.0701168443197789,0.2472802102565765,0.2068983316421508,0.1709959805011749,0.2639782126843737,0.0511090196669101,0.226073071360588,0.2068983316421508,0.1561726927757263,0.3644222779229891,0.3778118671880409,0.6742255891918527,0.2298877921378405,2021_04_05_15:28:26_7933851,2021_04_05_15:28:26_rmse_7933851.pt,0.6629847581859504,0.6723309313936765,0.1355237066745758,0.16462253034114838,0.12027766555547714,0,0,0,1,0,0,0,0,0,0,0
2021_04_05_15:14:03,ims,mse,6867473,3000,11,2.0,63.89398092270162,2000,50,0,256,0.0001,0.3753404976749288,6,64,0.0,18,0.0601124040268618,0.2441638112068176,0.2039074003696441,0.1709636896848678,0.2824130058883719,0.0548195540904998,0.2341357916593551,0.2039074003696441,0.1633040457963943,0.3182790891483379,0.3309471978433231,0.6474403040129169,0.2684167909894922,2021_04_05_15:14:03_6867473,2021_04_05_15:14:03_mse_6867473.pt,0.6628246811773602,0.6731452002683052,0.1321774572134018,0.16466163098812103,0.12122663110494614,0,0,1,0,0,0,0,0,0,0,0
2021_04_05_15:20:21,ims,weibull_rmsle,457087,3000,0,2.0,63.89398092270162,2000,50,0,512,0.001,0.6958863042560933,3,32,0.5,22,0.0601250092188517,0.2442546039819717,0.2051277011632919,0.1699124574661255,0.2818793230769262,0.0505194254219532,0.2247652858495712,0.2051277011632919,0.1574572324752807,0.3717543383394461,0.3855622619051753,0.6263387275875159,0.2554733712612821,2021_04_05_15:20:21_457087,2021_04_05_15:20:21_weibull_rmsle_457087.pt,0.6625156587014441,0.6740664791194054,0.12260806560516357,0.16473707556724548,0.12243271619081497,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:26:42,ims,mse,9796286,3000,2,2.0,63.89398092270162,2000,50,0,32,0.001,0.9014808972454914,7,256,0.2,1,0.0697543161664987,0.247149258852005,0.2073841392993927,0.1689195930957794,0.2647575600507081,0.053124014288187,0.230486512184143,0.2073841392993927,0.1609410792589187,0.3393643165646256,0.3506895576828573,0.7020349023271542,0.2293652745251583,2021_04_05_14:26:42_9796286,2021_04_05_14:26:42_mse_9796286.pt,0.6624629383793396,0.6822782973435861,0.11996015161275864,0.16474993526935577,0.12135238945484161,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_13:59:27,ims,rmsle,440538,3000,1,2.0,63.89398092270162,2000,50,0,512,0.001,1.8504360064407,7,256,0.2,7,0.0588410809636116,0.2386864423751831,0.1989990621805191,0.1646398156881332,0.3142474087529715,0.0482958443462848,0.2197631895542144,0.1989990621805191,0.1493825912475586,0.3994061577570313,0.4142855369498973,0.7708691207706223,0.3067255606407234,2021_04_05_13:59:27_440538,2021_04_05_13:59:27_rmsle_440538.pt,0.6623984288817768,0.6797676579953488,0.14144358038902283,0.16476568579673767,0.11729602515697479,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_16:35:20,ims,mse,3405377,3000,2,2.0,63.89398092270162,2000,50,0,256,0.001,0.3805665470857263,4,256,0.4,5,0.0584757597795848,0.2371938526630401,0.1977299302816391,0.1649201810359954,0.3227970953521807,0.0484367683529853,0.2200835794210434,0.1977299302816391,0.1522160768508911,0.3976536684552353,0.4163686470611897,0.7487693287422126,0.307721594591492,2021_04_05_16:35:20_3405377,2021_04_05_16:35:20_mse_3405377.pt,0.662280080273271,0.6774174443106308,0.13066737353801727,0.16479454934597015,0.12032905220985413,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_13:02:13,ims,rmse,218271,3000,9,2.0,63.89398092270162,2000,50,0,256,0.001,0.2538494246114512,4,32,0.5,10,0.0607950045117016,0.2449407279491424,0.2052562236785888,0.170677825808525,0.2778391624457957,0.0572991445660591,0.2393724173307418,0.2052562236785888,0.1675308048725128,0.2874436098755349,0.2947419084520032,0.6164637732616323,0.2572107963737622,2021_04_05_13:02:13_218271,2021_04_05_13:02:13_rmse_218271.pt,0.662218763603736,0.6718059477434692,0.1320405751466751,0.16480951011180878,0.12156432867050171,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_16:05:49,ims,rmse,5826015,3000,4,2.0,63.89398092270162,2000,50,0,64,0.001,2.779447713603125,7,32,0.25,4,0.0582618944346904,0.2457364797592163,0.2053643763065338,0.1685587763786316,0.2731392470706135,0.0563418939709663,0.2373645007610321,0.2053643763065338,0.1663677245378494,0.299347697081837,0.3096945912940964,0.6864412282961001,0.2599686264768343,2021_04_05_16:05:49_5826015,2021_04_05_16:05:49_rmse_5826015.pt,0.6621384112856641,0.6883716291548749,0.12575899064540863,0.16482912003993988,0.12084595859050751,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_14:05:48,ims,rmsle,2555506,3000,5,2.0,63.89398092270162,2000,50,0,512,0.001,0.0541132577337029,5,128,0.0,4,0.0639486926297346,0.2486805915832519,0.2086275666952133,0.1727185100317001,0.2556182769429262,0.0562766380608081,0.2372269928455352,0.2086275666952133,0.1645230650901794,0.3001592314061425,0.3093421182041704,0.6191369007794914,0.2230330994354341,2021_04_05_14:05:48_2555506,2021_04_05_14:05:48_rmsle_2555506.pt,0.6619997903954491,0.6692147216000446,0.13601286709308624,0.16486291587352753,0.1204959824681282,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_15:07:16,ims,rmsle,7196474,3000,9,2.0,63.89398092270162,2000,50,0,32,0.001,1.1924849371205488,4,16,0.0,2,0.0646774158792724,0.2435358762741089,0.2049886435270309,0.1687984615564346,0.2860993070660678,0.0555975623428821,0.2357913702726364,0.2049886435270309,0.1664731800556183,0.308603995311838,0.3210768894360442,0.5921446463225737,0.2641240829157523,2021_04_05_15:07:16_7196474,2021_04_05_15:07:16_rmsle_7196474.pt,0.6619833979233649,0.6732832243259729,0.116404227912426,0.16486692428588867,0.1229744553565979,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_12:48:11,ims,rmsle,6956428,3000,15,2.0,63.89398092270162,2000,50,0,512,0.0001,0.25252345570266,2,256,0.2,249,0.0564546031256516,0.2377981394529342,0.1999491155147552,0.1645675897598266,0.319342083629575,0.0438384674489498,0.2093764096498489,0.1999491155147552,0.1456876546144485,0.4548368724946889,0.4809695112319961,0.6691836177886525,0.3065005943301774,2021_04_05_12:48:11_6956428,2021_04_05_12:48:11_rmsle_6956428.pt,0.6617577594873432,0.6813456869856783,0.12026511132717133,0.16492193937301636,0.12172301113605499,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:34:37,ims,rmsle,8462708,3000,5,2.0,63.89398092270162,2000,50,0,512,0.0001,2.428722892849592,5,32,0.4,112,0.0624330356717109,0.2503618896007538,0.210398718714714,0.1725483536720276,0.2455187702330796,0.0508939996361732,0.2255970239639282,0.210398718714714,0.157001331448555,0.3670962131580509,0.3773913647535989,0.6443801695734626,0.2056577394046855,2021_04_05_14:34:37_8462708,2021_04_05_14:34:37_rmsle_8462708.pt,0.6611312196319808,0.6732260636463818,0.12740729749202728,0.16507461667060852,0.12216628342866898,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_15:27:36,ims,weibull_rmsle,6788112,3000,7,2.0,63.89398092270162,2000,50,0,128,0.001,0.0912210990258434,3,16,0.4,9,0.0599225014448165,0.2426518052816391,0.204332947731018,0.1683350205421447,0.2912730191532071,0.0529280602931976,0.2300610095262527,0.204332947731018,0.1614800542593002,0.3418011740887258,0.3520019737024643,0.6217059686225892,0.2613339409670712,2021_04_05_15:27:36_6788112,2021_04_05_15:27:36_weibull_rmsle_6788112.pt,0.6609204066390093,0.6716430582722833,0.12366776168346405,0.16512595117092133,0.1226334348320961,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:53:44,ims,weibull_rmse,3924175,3000,6,2.0,63.89398092270162,2000,50,0,128,0.0001,1.5384837856919749,6,128,0.4,32,0.0576372016221284,0.2399241030216217,0.1994997709989547,0.1661708652973175,0.3071174162655135,0.0541469417512416,0.2326949834823608,0.1994997709989547,0.1616559326648712,0.3266435411725311,0.3334746695945638,0.7189295043863844,0.3018594044817986,2021_04_05_13:53:44_3924175,2021_04_05_13:53:44_weibull_rmse_3924175.pt,0.6608779164231465,0.677766506817408,0.13914065062999725,0.16513630747795105,0.11940809339284897,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_14:56:04,ims,weibull_rmsle,4151484,3000,8,2.0,63.89398092270162,2000,50,0,128,0.0001,2.3015602561352253,4,16,0.1,62,0.0603268332779407,0.2455521672964096,0.20595084130764,0.1703964173793792,0.2742292028909561,0.0530576929450035,0.2303425818681717,0.20595084130764,0.1612422615289688,0.3401891251728594,0.3504815697334886,0.6281633301024339,0.2467769033653801,2021_04_05_14:56:04_4151484,2021_04_05_14:56:04_weibull_rmsle_4151484.pt,0.6606038252635638,0.6683697914942747,0.13519786298274994,0.1652030348777771,0.12072709947824478,1,1,0,0,0,0,0,1,0,0,0
