date_time,data_set,loss_func,rnd_seed_input,rnd_search_iter,rnd_search_iter_no,beta,eta,epochs,patience,early_stop_delay,batch_size,learning_rate,lambda_mod,n_layers,n_units,prob_drop,epoch_stopped_on,loss_mse_train,loss_rmse_train,loss_mae_train,loss_rmsle_train,r2_train,loss_mse_val,loss_rmse_val,loss_mae_val,loss_rmsle_val,r2_val,r2_val_avg,r2_train_2_avg,r2_train_3_avg,date_time_seed,model_checkpoint_name,r2_test,r2_test_avg,loss_mae_test,loss_rmse_test,loss_rmsle_test,weibull_loss,prob_drop_true,mse,rmse,rmsle,weibull_mse,weibull_rmse,weibull_rmsle,weibull_only_mse,weibull_only_rmse,weibull_only_rmsle
2021_04_05_13:38:59,ims,weibull_rmsle,6113651,3000,4,2.0,63.89398092270162,2000,50,0,512,0.001,2.7500110706049776,3,32,0.0,20,0.057977179189523,0.2404980063438415,0.2016903758049011,0.166673794388771,0.3037985900891383,0.0468320064246654,0.2164070755243301,0.2016903758049011,0.1516291946172714,0.4176099853931366,0.4404501755121509,0.6734897482190716,0.2938536036482638,2021_04_05_13:38:59_6113651,2021_04_05_13:38:59_weibull_rmsle_6113651.pt,0.6948960403817965,0.7101518670748312,0.1152937263250351,0.1566348671913147,0.11603043228387833,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_13:55:04,ims,rmsle,6761667,3000,4,2.0,63.89398092270162,2000,50,0,64,0.1,2.4025578793031737,2,64,0.6,1,0.0632835218439931,0.2531027495861053,0.2099550813436508,0.1704080402851104,0.2289088165290187,0.0600986778736114,0.2451503276824951,0.2099550813436508,0.1660871058702469,0.2526293583193376,0.2950325248522308,0.6125712522313764,0.2287706892860037,2021_04_05_13:55:04_6761667,2021_04_05_13:55:04_rmsle_6761667.pt,0.6945883249669802,0.741018462926128,0.12843050062656403,0.1567138433456421,0.10752169042825699,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_15:02:24,ims,weibull_rmsle,8488508,3000,7,2.0,63.89398092270162,2000,50,0,512,0.001,0.1694057191993344,3,256,0.1,8,0.0586129255592823,0.2407590448856353,0.2023326307535171,0.1663799434900283,0.3022864533620175,0.0453956834971904,0.2130626589059829,0.2023326307535171,0.1479798555374145,0.4354717279918401,0.46393182957501,0.674590434489603,0.2897048775018404,2021_04_05_15:02:24_8488508,2021_04_05_15:02:24_weibull_rmsle_8488508.pt,0.6945488556057577,0.7128432265587319,0.11234154552221298,0.1567239612340927,0.11664339900016785,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_17:21:36,ims,weibull_rmsle,7106481,3000,10,2.0,63.89398092270162,2000,50,0,256,0.01,1.7758740181749155,4,256,0.25,1,0.0721706390894692,0.2445279210805893,0.2037564665079116,0.1696107536554336,0.2802712962441411,0.0518377907574176,0.2276791781187057,0.2037564665079116,0.1593706756830215,0.3553594602663177,0.3667185608225011,0.6712499521554316,0.2874481730080969,2021_04_05_17:21:36_7106481,2021_04_05_17:21:36_weibull_rmsle_7106481.pt,0.6943370203671242,0.7067425350741093,0.12711846828460693,0.15677829086780548,0.11434086412191391,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:32:53,ims,rmsle,3404138,3000,0,2.0,63.89398092270162,2000,50,0,512,0.1,2.00654699963871,2,32,0.25,2,0.063660068064928,0.2458131462335586,0.2076690644025802,0.1682369261980056,0.2726856543594655,0.0530475042760372,0.23032046854496,0.2076690644025802,0.1631834805011749,0.3403158133253163,0.3602657111884876,0.5960037227522652,0.251488288594481,2021_04_05_14:32:53_3404138,2021_04_05_14:32:53_rmsle_3404138.pt,0.6943366687161552,0.7091187430684986,0.11818289756774902,0.15677839517593384,0.11595846712589264,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:12:06,ims,weibull_mse,9933241,3000,0,2.0,63.89398092270162,2000,50,0,512,0.1,2.027336541597419,3,32,0.1,2,0.0665959904591242,0.2412594556808471,0.2030620276927948,0.1661388128995895,0.2993830449805646,0.0539611540734767,0.2322954386472702,0.2030620276927948,0.1640030443668365,0.3289538844631202,0.3418970814840631,0.6445896910706213,0.284266132753839,2021_04_05_14:12:06_9933241,2021_04_05_14:12:06_weibull_mse_9933241.pt,0.694244842404921,0.7085433268804935,0.12028589099645615,0.15680193901062012,0.1151876375079155,1,1,0,0,0,1,0,0,0,0,0
2021_04_05_15:33:53,ims,weibull_rmse,2059784,3000,10,2.0,63.89398092270162,2000,50,0,128,0.001,0.6587896726028086,4,128,0.0,2,0.0629394437218534,0.2447525560855865,0.204968512058258,0.1693090349435806,0.2789482828148515,0.0486251264810562,0.2205110788345337,0.204968512058258,0.1522267907857895,0.3953113153839672,0.4153491976180621,0.6740760755722124,0.2643747877907381,2021_04_05_15:33:53_2059784,2021_04_05_15:33:53_weibull_rmse_2059784.pt,0.6938957852801113,0.705854654259637,0.12618008255958557,0.15689142048358917,0.11456197500228882,1,0,0,0,0,0,1,0,0,0,0
2021_04_05_16:58:45,ims,weibull_rmsle,4252823,3000,9,2.0,63.89398092270162,2000,50,0,256,0.0001,1.8075085715430643,3,256,0.4,44,0.0576768752572865,0.2400695234537124,0.2013341039419174,0.166425734758377,0.3062771440710412,0.0470864176750183,0.2169940769672393,0.2013341039419174,0.1505585610866546,0.4144462295317597,0.4409698996946812,0.6924353826253096,0.2898231950895978,2021_04_05_16:58:45_4252823,2021_04_05_16:58:45_weibull_rmsle_4252823.pt,0.6936803585173575,0.7096551311165455,0.11888626217842102,0.15694661438465118,0.11603262275457382,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:06:34,ims,weibull_rmse,555660,3000,0,2.0,63.89398092270162,2000,50,0,512,0.001,1.2714777018995416,7,256,0.6,13,0.0586086528996626,0.2416563630104065,0.2009942829608917,0.1661358326673507,0.2970759885541645,0.0485282726585865,0.2202913463115692,0.2009942829608917,0.1538253426551818,0.3965157680289974,0.4144572428421458,0.7049423613447588,0.3116758283423122,2021_04_05_14:06:34_555660,2021_04_05_14:06:34_weibull_rmse_555660.pt,0.6936364437028628,0.7139111182619867,0.11926418542861938,0.15695786476135254,0.1151408925652504,1,1,0,0,0,0,1,0,0,0,0
2021_04_05_12:32:27,ims,weibull_rmsle,218271,3000,3,2.0,63.89398092270162,2000,50,0,64,0.001,1.6013877499235676,3,128,0.2,2,0.0623240395084671,0.2432809621095657,0.2044470757246017,0.1675533950328827,0.2875929346335973,0.046893548220396,0.216549202799797,0.2044470757246017,0.1502340883016586,0.4168447830376591,0.4354393808222488,0.685686160526596,0.2597828594218367,2021_04_05_12:32:27_218271,2021_04_05_12:32:27_weibull_rmsle_218271.pt,0.6935869100067216,0.7069763854028668,0.11785449087619781,0.1569705456495285,0.1162862703204155,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_12:35:41,ims,mse,4646643,3000,8,2.0,63.89398092270162,2000,50,0,256,0.01,0.0086025561240244,5,64,0.25,2,0.0596110010198478,0.232586070895195,0.1933144629001617,0.1609150469303131,0.3488525316730796,0.0613501742482185,0.2476897090673446,0.1933144629001617,0.1740926057100296,0.2370660652359877,0.2508219720579715,0.7260879263855582,0.3780802070859943,2021_04_05_12:35:41_4646643,2021_04_05_12:35:41_mse_4646643.pt,0.6935852818434713,0.7138351913284737,0.11959865689277649,0.15697096288204193,0.11359432339668274,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_15:07:31,ims,weibull_rmsle,7441800,3000,7,2.0,63.89398092270162,2000,50,0,256,0.001,0.6834526004833077,3,32,0.1,11,0.0595711786942235,0.2428401112556457,0.2034985423088073,0.1681459844112396,0.2901724726195651,0.0498164631426334,0.2231960594654083,0.2034985423088073,0.1568036377429962,0.380496155193716,0.3985960026769614,0.6729813895400707,0.2691662537319762,2021_04_05_15:07:31_7441800,2021_04_05_15:07:31_weibull_rmsle_7441800.pt,0.6935076497480327,0.7055665496978987,0.12015901505947113,0.15699085593223572,0.11581737548112869,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:36:15,ims,weibull_rmsle,4085584,3000,5,2.0,63.89398092270162,2000,50,0,256,0.01,0.2323027464923029,3,16,0.6,3,0.0604469443446603,0.2462694644927978,0.2077512145042419,0.1685291230678558,0.2699828121127925,0.0534072779119014,0.2311001718044281,0.2077512145042419,0.1628702729940414,0.3358417393711358,0.3497795901448407,0.6401674287895982,0.2383971577557936,2021_04_05_14:36:15_4085584,2021_04_05_14:36:15_weibull_rmsle_4085584.pt,0.693289511681033,0.7089154397876384,0.11755996942520142,0.15704670548439026,0.11640568822622299,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:43:56,ims,weibull_rmsle,855562,3000,4,2.0,63.89398092270162,2000,50,0,64,0.01,1.983004884913281,4,32,0.4,1,0.0650749012503934,0.2414503097534179,0.2034529596567154,0.1642930954694748,0.2982741328078245,0.0588636100292205,0.2426182627677917,0.2034529596567154,0.1701795011758804,0.2679883443159032,0.2882832893232355,0.637652158784225,0.2867842498463007,2021_04_05_13:43:56_855562,2021_04_05_13:43:56_weibull_rmsle_855562.pt,0.6931651974110913,0.7182984294358148,0.11853374540805817,0.1570785492658615,0.11465699225664139,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:39:41,ims,weibull_rmsle,1274708,3000,1,2.0,63.89398092270162,2000,50,0,256,0.0001,1.5492218976354892,6,256,0.6,59,0.0567743981192851,0.2390215992927551,0.1995614469051361,0.1643799245357513,0.3123202374071464,0.0498309358954429,0.2232284843921661,0.1995614469051361,0.1546880900859832,0.3803161398010602,0.3905657230138802,0.7110389246656531,0.3201849840099907,2021_04_05_14:39:41_1274708,2021_04_05_14:39:41_weibull_rmsle_1274708.pt,0.6930914986767496,0.7142585946912932,0.12520195543766022,0.15709739923477173,0.11402008682489395,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:46:45,ims,rmsle,2059784,3000,2,2.0,63.89398092270162,2000,50,0,32,0.001,1.0129937173946808,2,64,0.4,6,0.0574549038988013,0.2369186133146286,0.1991149634122848,0.1639591753482818,0.3243677597915907,0.0462202727794647,0.2149890512228012,0.1991149634122848,0.1516808718442917,0.4252173386302271,0.4458847861919115,0.665574187085029,0.3094738574743768,2021_04_05_14:46:45_2059784,2021_04_05_14:46:45_rmsle_2059784.pt,0.692533886105962,0.7078407393323014,0.12173644453287125,0.15724003314971924,0.1153707206249237,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_15:36:38,ims,rmse,510875,3000,11,2.0,63.89398092270162,2000,50,0,256,0.01,2.6956646228017167,6,128,0.1,2,0.0630716043042725,0.2352755814790725,0.1962476074695587,0.1623791307210922,0.3337063825135655,0.0584203228354454,0.2417030036449432,0.1962476074695587,0.1693551689386367,0.2735009383306483,0.2885573040972962,0.6917165784826211,0.3621836097533337,2021_04_05_15:36:38_510875,2021_04_05_15:36:38_rmse_510875.pt,0.6924874338341962,0.7134198157613508,0.11286383122205734,0.15725192427635193,0.11501548439264297,0,1,0,1,0,0,0,0,0,0,0
2021_04_05_15:07:51,ims,weibull_rmsle,8462708,3000,14,2.0,63.89398092270162,2000,50,0,256,0.0001,1.6556982870016133,4,256,0.25,25,0.0575783293822716,0.2404523193836212,0.2016249895095825,0.1659347712993621,0.304063026136916,0.0474363937973976,0.2177990078926086,0.2016249895095825,0.1511028259992599,0.4100940336475883,0.4448992225106234,0.7189576944408114,0.2895609122697975,2021_04_05_15:07:51_8462708,2021_04_05_15:07:51_weibull_rmsle_8462708.pt,0.6924224129033003,0.7129062300525448,0.11197276413440704,0.15726855397224426,0.11682582646608353,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:49:45,ims,weibull_rmsle,7441800,3000,2,2.0,63.89398092270162,2000,50,0,512,0.0001,2.351052556761083,3,64,0.4,142,0.0577130357424418,0.2403163760900497,0.2012707442045211,0.1667895019054412,0.3048497966637477,0.0493804030120372,0.2222170531749725,0.2012707442045211,0.1541635692119598,0.3859188410721955,0.4030870056025564,0.6971339322731445,0.2864460352891793,2021_04_05_14:49:45_7441800,2021_04_05_14:49:45_weibull_rmsle_7441800.pt,0.692086828484382,0.7036306100751828,0.12590308487415314,0.15735431015491486,0.11540597677230835,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:01:48,ims,weibull_rmsle,4151484,3000,10,2.0,63.89398092270162,2000,50,0,512,0.001,1.5723816004392388,7,256,0.5,11,0.0557988750437895,0.2383722066879272,0.1996420919895172,0.1636345237493515,0.3160518729207083,0.0492047667503356,0.2218215018510818,0.1996420919895172,0.1543788164854049,0.3881030551388593,0.4039445713526093,0.7037174159386714,0.3240006708991907,2021_04_05_15:01:48_4151484,2021_04_05_15:01:48_weibull_rmsle_4151484.pt,0.6920705680546126,0.7124500327325126,0.11565929651260376,0.15735848248004913,0.11537162959575653,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_16:04:48,ims,weibull_rmsle,645237,3000,4,2.0,63.89398092270162,2000,50,0,512,0.01,2.848989481187836,5,64,0.25,3,0.0625371672213077,0.2563854455947876,0.2129609584808349,0.1737879365682602,0.2087773279049168,0.0493892692029476,0.2222369909286499,0.2129609584808349,0.1548399180173874,0.3858086531217615,0.3961693297366535,0.7145334494146207,0.1919818318824582,2021_04_05_16:04:48_645237,2021_04_05_16:04:48_weibull_rmsle_645237.pt,0.6920126488331175,0.7136372477436383,0.12664243578910828,0.15737326443195343,0.11250361055135727,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_12:44:33,ims,weibull_rmsle,9353278,3000,4,2.0,63.89398092270162,2000,50,0,64,0.0001,2.3753522673453387,3,128,0.2,19,0.0577085554275823,0.2389764189720153,0.2004483938217163,0.1663478314876556,0.312580194160421,0.0486892238259315,0.2206563949584961,0.2004483938217163,0.1550089120864868,0.3945141800788082,0.4191355598796759,0.6521799678750609,0.3051220135450661,2021_04_05_12:44:33_9353278,2021_04_05_12:44:33_weibull_rmsle_9353278.pt,0.6919022344277541,0.7084006328308132,0.11356890201568604,0.15740147233009338,0.11717534065246582,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_15:57:00,ims,weibull_rmsle,1220506,3000,6,2.0,63.89398092270162,2000,50,0,256,0.001,2.338897999961208,3,128,0.6,8,0.0600871478432211,0.2428415864706039,0.2035171389579773,0.16807422041893,0.2901639186513077,0.0501848794519901,0.224019855260849,0.2035171389579773,0.1565286964178085,0.375914623084427,0.3919415316434375,0.6827962022987678,0.2670240894353323,2021_04_05_15:57:00_1220506,2021_04_05_15:57:00_weibull_rmsle_1220506.pt,0.6917163593626952,0.7033993474169093,0.12114602327346802,0.15744896233081818,0.11630930006504059,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:59:11,ims,weibull_rmsle,6826157,3000,4,2.0,63.89398092270162,2000,50,0,512,0.001,1.075946227496612,3,32,0.25,19,0.0593008354306221,0.2428349554538726,0.2035259306430816,0.1685462445020675,0.2902026954481166,0.0486133471131324,0.2204843759536743,0.2035259306430816,0.1535883247852325,0.3954577906402907,0.4117986094736333,0.6586825107229315,0.2727993086199713,2021_04_05_13:59:11_6826157,2021_04_05_13:59:11_weibull_rmsle_6826157.pt,0.6914582671567051,0.7031279563728748,0.11977962404489517,0.15751484036445618,0.11680659651756287,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_12:13:49,ims,weibull_rmsle,6956428,3000,0,2.0,63.89398092270162,2000,50,0,64,0.001,2.868138450977186,2,128,0.1,6,0.0576327026538226,0.2375013977289199,0.1994169801473617,0.1647143363952636,0.3210397952049817,0.0462616384029388,0.2150852084159851,0.1994169801473617,0.1513712108135223,0.4247029759707087,0.4463137109093985,0.6709022183680599,0.3063308423062643,2021_04_05_12:13:49_6956428,2021_04_05_12:13:49_weibull_rmsle_6956428.pt,0.6913068698749809,0.7069667016005172,0.12060452252626419,0.15755347907543182,0.11599327623844147,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:57:29,ims,rmsle,5198874,3000,12,2.0,63.89398092270162,2000,50,0,512,0.0001,1.7553177541429328,3,128,0.0,91,0.0572926642994085,0.2393444329500198,0.2011229842901229,0.1657243520021438,0.3104614037266427,0.0445828363299369,0.2111465036869049,0.2011229842901229,0.1467550545930862,0.4455801379731154,0.4693917036691083,0.6590801931759973,0.301477647374343,2021_04_05_14:57:29_5198874,2021_04_05_14:57:29_rmsle_5198874.pt,0.6912205552748223,0.7088509585107814,0.1149262860417366,0.15757550299167633,0.1166996955871582,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_16:55:04,ims,weibull_rmsle,4006342,3000,4,2.0,63.89398092270162,2000,50,0,256,0.001,1.9048377646963548,3,32,0.2,11,0.057953814622657,0.2394640892744064,0.2012871950864792,0.1659197211265564,0.3097717078724951,0.0455557294189929,0.2134379148483276,0.2012871950864792,0.1489922851324081,0.4334814753392159,0.4566323202324701,0.6584685907563841,0.2985075381889356,2021_04_05_16:55:04_4006342,2021_04_05_16:55:04_weibull_rmsle_4006342.pt,0.691029410839582,0.7071373246855179,0.11490470916032791,0.1576242744922638,0.11710809916257858,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_16:30:59,ims,rmsle,645237,3000,10,2.0,63.89398092270162,2000,50,0,32,0.001,1.7982969189769744,2,64,0.1,5,0.0583462402647499,0.2384826689958572,0.2004089206457138,0.1648340821266174,0.3154177634622999,0.0477871261537075,0.2186026871204376,0.2004089206457138,0.1543608754873275,0.4057324341992283,0.4255165600967541,0.674102065603341,0.2931489351832507,2021_04_05_16:30:59_645237,2021_04_05_16:30:59_rmsle_645237.pt,0.6908243432947329,0.7050949020060797,0.12150336056947708,0.1576765775680542,0.11594555526971817,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:21:02,ims,weibull_rmsle,5198874,3000,3,2.0,63.89398092270162,2000,50,0,512,0.001,2.937649924782864,3,256,0.6,12,0.0578089103102684,0.2396600395441055,0.2009687572717666,0.1657986938953399,0.3086416041576955,0.046582143753767,0.2158289849758148,0.2009687572717666,0.1512748152017593,0.4207172617384108,0.4503013104960088,0.6940477303880154,0.2973222948735727,2021_04_05_14:21:02_5198874,2021_04_05_14:21:02_weibull_rmsle_5198874.pt,0.6905335283146412,0.7092165944255948,0.11322886496782303,0.1577507108449936,0.11705388873815536,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:40:54,ims,weibull_rmsle,6867473,3000,3,2.0,63.89398092270162,2000,50,0,512,0.01,2.182158211207586,2,16,0.4,8,0.0578232017656167,0.2391338497400283,0.2007967084646225,0.1655597686767578,0.3116742267553916,0.0477773360908031,0.2185803055763244,0.2007967084646225,0.1543101370334625,0.4058541665493016,0.4290039304702873,0.6627563125767101,0.3013286188647679,2021_04_05_14:40:54_6867473,2021_04_05_14:40:54_weibull_rmsle_6867473.pt,0.6904301943362832,0.7067128148687591,0.1204090416431427,0.15777704119682312,0.11614776402711868,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_16:28:11,ims,weibull_rmsle,5820477,3000,10,2.0,63.89398092270162,2000,50,0,128,0.0001,2.627246320479525,3,128,0.0,27,0.0584381236855326,0.2411972433328628,0.202665627002716,0.1673162430524826,0.2997443601653404,0.0488061346113681,0.2209211438894271,0.202665627002716,0.1547150015830993,0.3930603237491743,0.4128171502353773,0.6463859649419886,0.2828220340850734,2021_04_05_16:28:11_5820477,2021_04_05_16:28:11_weibull_rmsle_5820477.pt,0.6903607936953757,0.7040117313682225,0.12198777496814728,0.15779472887516022,0.11616098880767822,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_17:18:38,ims,rmsle,6474908,3000,12,2.0,63.89398092270162,2000,50,0,32,0.001,1.819959162703824,3,64,0.2,2,0.0605744015279034,0.236101821064949,0.198366031050682,0.1638377010822296,0.3290184491389746,0.0504081547260284,0.2245176434516906,0.198366031050682,0.1586284339427948,0.3731380499431671,0.397041988372088,0.62271458686772,0.3317502263627324,2021_04_05_17:18:38_6474908,2021_04_05_17:18:38_rmsle_6474908.pt,0.6903456940707126,0.7078128124001123,0.11750958114862442,0.15779857337474823,0.11626644432544708,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_14:03:40,ims,mse,7286648,3000,7,2.0,63.89398092270162,2000,50,0,64,0.0001,1.0879682643033148,7,256,0.5,21,0.0566435167970864,0.2383796721696853,0.1981695145368576,0.1641173213720321,0.3160091026732349,0.0498085282742977,0.223178282380104,0.1981695145368576,0.1550500094890594,0.3805948378552966,0.3918459484840486,0.7195242201930634,0.3339921330838797,2021_04_05_14:03:40_7286648,2021_04_05_14:03:40_mse_7286648.pt,0.6903023992536044,0.7158065155293409,0.1225941851735115,0.15780961513519287,0.11524102091789246,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_14:56:32,ims,rmsle,510875,3000,1,2.0,63.89398092270162,2000,50,0,64,0.0001,2.410151727105656,3,128,0.6,32,0.0590244222270405,0.2426498532295227,0.2035926133394241,0.1677194684743881,0.291284379283884,0.0486102029681205,0.2204772382974624,0.2035926133394241,0.153315782546997,0.3954968836507779,0.4096257903350871,0.674818797155408,0.2666154159085819,2021_04_05_14:56:32_510875,2021_04_05_14:56:32_rmsle_510875.pt,0.6902557059685988,0.7001591010937583,0.12588979303836823,0.15782150626182556,0.11574818193912506,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_16:29:05,ims,rmsle,645237,3000,9,2.0,63.89398092270162,2000,50,0,256,0.0001,0.2905002833024594,5,64,0.0,24,0.0604439571756741,0.2454852014780044,0.2057544589042663,0.1699396520853042,0.2746249958042187,0.0505878962576389,0.2249175608158111,0.2057544589042663,0.1561767160892486,0.3709028186604824,0.3865849267012654,0.6615330702823093,0.2551773614238181,2021_04_05_16:29:05_645237,2021_04_05_16:29:05_rmsle_645237.pt,0.6902203296011524,0.7017460641684029,0.11985184252262115,0.15783052146434784,0.11717318743467331,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_12:58:01,ims,mse,8095234,3000,11,2.0,63.89398092270162,2000,50,0,256,0.01,2.178373082889417,5,128,0.5,2,0.063257402130242,0.2369148880243301,0.1980165243148803,0.1638719588518142,0.3243890531533825,0.0614352412521839,0.2478613704442978,0.1980165243148803,0.1744333207607269,0.2360082423410043,0.2503856539020087,0.6931100734069032,0.3277687004674213,2021_04_05_12:58:01_8095234,2021_04_05_12:58:01_mse_8095234.pt,0.6899145802067718,0.7058186217330147,0.11791868507862091,0.1579083949327469,0.11583145707845688,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_14:56:09,ims,mse,3404138,3000,10,2.0,63.89398092270162,2000,50,0,512,0.01,0.1786187603867587,4,256,0.4,2,0.0667530300716559,0.2457470446825027,0.2052172720432281,0.169417917728424,0.2730767405192688,0.0607769675552845,0.2465298622846603,0.2052172720432281,0.1729231476783752,0.2441943639707608,0.2530641957748074,0.6787782734434802,0.2587298743452813,2021_04_05_14:56:09_3404138,2021_04_05_14:56:09_mse_3404138.pt,0.6899104603503311,0.7018203991241785,0.12977877259254456,0.15790943801403046,0.11496634036302567,0,1,1,0,0,0,0,0,0,0,0
2021_04_05_14:15:37,ims,weibull_rmsle,2389718,3000,12,2.0,63.89398092270162,2000,50,0,128,0.01,0.1249575162592075,2,256,0.4,1,0.0666657702933097,0.2459708452224731,0.2067544758319854,0.1686930507421493,0.2717521484710431,0.0473173260688781,0.2175254821777343,0.2067544758319854,0.150104820728302,0.4115747298083316,0.4258273827655982,0.6862743646934384,0.2381413779036105,2021_04_05_14:15:37_2389718,2021_04_05_14:15:37_weibull_rmsle_2389718.pt,0.6898793427321278,0.7008226015262566,0.1254490315914154,0.15791736543178558,0.11520971357822418,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_17:14:04,ims,rmsle,4635591,3000,8,2.0,63.89398092270162,2000,50,0,64,0.0001,2.522644790391801,2,128,0.25,61,0.0573195885057034,0.2392364591360092,0.2010228037834167,0.16553895175457,0.3110833461952605,0.0467474646866321,0.2162116318941116,0.2010228037834167,0.1518072932958603,0.4186613930287275,0.4364099958491659,0.6641885589267916,0.2906704556721706,2021_04_05_17:14:04_4635591,2021_04_05_17:14:04_rmsle_4635591.pt,0.6897809435190705,0.7032062701761674,0.12205391377210617,0.15794241428375244,0.1161109209060669,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_16:02:22,ims,weibull_rmsle,5820477,3000,4,2.0,63.89398092270162,2000,50,0,128,0.001,2.592474256530293,3,128,0.0,3,0.0606483979600256,0.2401269227266311,0.201372742652893,0.1677229553461074,0.3059454202627856,0.0477136075496673,0.2184344679117202,0.201372742652893,0.1532600373029709,0.4066466975726797,0.429487547367879,0.6224686551466496,0.3033775184425112,2021_04_05_16:02:22_5820477,2021_04_05_16:02:22_weibull_rmsle_5820477.pt,0.689560247803869,0.705210481978588,0.11655672639608383,0.15799857676029205,0.11745739728212357,1,0,0,0,0,0,0,1,0,0,0
2021_04_05_14:37:11,ims,rmsle,1344546,3000,2,2.0,63.89398092270162,2000,50,0,32,0.01,2.6518813529359035,6,128,0.0,1,0.0631562645209538,0.2131370157003402,0.1760430932044983,0.1455825120210647,0.4531985302421015,0.0630380809307098,0.2510738968849182,0.1760430932044983,0.1732036769390106,0.2160757384112454,0.2869722228980517,0.7600642970801974,0.4733832244530741,2021_04_05_14:37:11_1344546,2021_04_05_14:37:11_rmsle_1344546.pt,0.6895144574797902,0.7204790154649623,0.12380248308181763,0.15801022946834564,0.11179133504629135,0,0,0,0,1,0,0,0,0,0,0
2021_04_05_12:35:20,ims,weibull_rmsle,6956428,3000,9,2.0,63.89398092270162,2000,50,0,512,0.001,1.173034406729609,4,256,0.2,7,0.0586307364205519,0.2388670593500137,0.1994262188673019,0.1666974872350692,0.3132092094058119,0.049404788762331,0.2222719043493271,0.1994262188673019,0.1548917442560196,0.3856156361777572,0.4090616896119697,0.7069559729065233,0.306559173252061,2021_04_05_12:35:20_6956428,2021_04_05_12:35:20_weibull_rmsle_6956428.pt,0.689469304813745,0.705956394775905,0.11730700731277466,0.1580217182636261,0.11717920750379562,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_13:36:15,ims,rmsle,8342993,3000,0,2.0,63.89398092270162,2000,50,0,256,0.001,2.4769484907083763,2,64,0.6,25,0.0578933636946924,0.2400938272476196,0.2016195803880691,0.1660982817411422,0.3061366008455799,0.0470046177506446,0.21680548787117,0.2016195803880691,0.1519188582897186,0.4154635133437114,0.4340191154229578,0.6752953398171792,0.2843528382384769,2021_04_05_13:36:15_8342993,2021_04_05_13:36:15_rmsle_8342993.pt,0.6893731322634489,0.702780402755359,0.12269927561283112,0.1580461859703064,0.1161135882139206,0,1,0,0,1,0,0,0,0,0,0
2021_04_05_17:20:33,ims,weibull_rmsle,4006342,3000,11,2.0,63.89398092270162,2000,50,0,32,0.0001,2.949624909769566,5,64,0.1,9,0.0593810534535797,0.2422344833612442,0.202640026807785,0.167872816324234,0.293708738603788,0.0524742230772972,0.22907255589962,0.202640026807785,0.160594642162323,0.3474449432557914,0.3624893573888519,0.6795649474885943,0.2774377918522372,2021_04_05_17:20:33_4006342,2021_04_05_17:20:33_weibull_rmsle_4006342.pt,0.6893253166459598,0.7000677549879053,0.1261957287788391,0.15805836021900177,0.1159820407629013,1,1,0,0,0,0,0,1,0,0,0
2021_04_05_14:22:08,ims,weibull_rmsle,5221101,3000,8,2.0,63.89398092270162,2000,50,0,512,0.001,2.6137975285103154,3,32,0.25,19,0.0583664394915103,0.2408170700073242,0.2020642310380935,0.1672644764184951,0.3019499789947859,0.048304509371519,0.2197829037904739,0.2020642310380935,0.1542414724826812,0.3992983786242228,0.4199687592270281,0.6638620173772856,0.2846961115762147,2021_04_05_14:22:08_5221101,2021_04_05_14:22:08_weibull_rmsle_5221101.pt,0.6890652114379839,0.7028893095006685,0.11805570870637894,0.15812450647354126,0.11723464727401733,1,1,0,0,0,0,0,1,0,0,0
