date_time,data_set,loss_func,rnd_seed_input,rnd_search_iter,rnd_search_iter_no,beta,eta,epochs,patience,early_stop_delay,batch_size,learning_rate,lambda_mod,n_layers,n_units,prob_drop,epoch_stopped_on,loss_mse_train,loss_rmse_train,loss_mae_train,loss_rmsle_train,r2_train,loss_mse_val,loss_rmse_val,loss_mae_val,loss_rmsle_val,r2_val,r2_val_avg,r2_train1_1_avg,r2_train2_1_avg,r2_train3_1_avg,r2_val1_2_avg,r2_val2_2_avg,r2_val3_2_avg,date_time_seed,model_checkpoint_name,r2_test,r2_test_avg,loss_mae_test,loss_rmse_test,loss_rmsle_test,weibull_loss,prob_drop_true,mse,rmse,rmsle,weibull_mse,weibull_rmse,weibull_rmsle,weibull_only_mse,weibull_only_rmse,weibull_only_rmsle
2021_04_06_21:27:05,femto,rmsle,5953716,3000,7,2.0,0.199976726035066,2000,50,0,256,0.0001,2.886987727376156,6,16,0.4,224,0.0231349688461598,0.1518362611532211,0.1002817302942276,0.0995189100503921,0.7224326952564519,0.0619807988405227,0.2489594519138336,0.1002817302942276,0.1635598242282867,0.2548773839747061,0.3916326942525515,0.9586369254091136,0.4636832613773949,0.2173215676487506,0.089901282119443,0.3855276942761771,0.332205614580205,2021_04_06_21:27:05_5953716,2021_04_06_21:27:05_rmsle_5953716.pt,0.40508140391690006,0.5687422339659602,0.1846460998058319,0.22245937585830688,0.1537102907896042,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_23:20:13,femto,weibull_only_mse,3098880,3000,5,2.0,0.199976726035066,2000,50,0,512,0.1,1.1822638284372005,4,32,0.6,15,0.0489059218929873,0.2364875972270965,0.1916445046663284,0.1512698233127594,0.3266604336156358,0.0641335323452949,0.2532459795475006,0.1916445046663284,0.1702792346477508,0.2289976048347429,0.435614216896245,0.3939760729209799,0.4594961499467084,0.1587256503268471,0.5952173109783823,0.1420743336892654,0.2165203772896676,2021_04_06_23:20:13_3098880,2021_04_06_23:20:13_weibull_only_mse_3098880.pt,0.4046422388363662,0.7441136564675334,0.18349403142929077,0.2225414514541626,0.16487355530261993,1,1,0,0,0,0,0,0,1,0,0
2021_04_06_22:59:04,femto,weibull_only_rmsle,4992449,3000,5,2.0,0.199976726035066,2000,50,0,64,0.001,1.6937045882265962,6,32,0.0,164,0.0399512383014415,0.2021706998348236,0.1533124595880508,0.1273071616888046,0.5078995036092939,0.0597743950784206,0.2444880455732345,0.1533124595880508,0.1587726473808288,0.2814024432263208,0.3956213082929214,0.7006806445000571,0.3418893186988848,0.0158372949198293,0.2769880350058165,0.2251914776926493,0.3334552883103889,2021_04_06_22:59:04_4992449,2021_04_06_22:59:04_weibull_only_rmsle_4992449.pt,0.4039442596623427,0.6473772695408546,0.1793278306722641,0.22267186641693115,0.15589046478271484,1,0,0,0,0,0,0,0,0,0,1
2021_04_06_22:05:15,femto,weibull_only_rmse,819894,3000,0,2.0,0.199976726035066,2000,50,0,32,0.0001,1.9126356339838764,5,128,0.0,421,0.0455291902815753,0.2124304622411728,0.1660067737102508,0.1304259598255157,0.4566860092421562,0.0550706535577774,0.2346713989973068,0.1660067737102508,0.1560949981212616,0.337949999832269,0.6182239121828152,0.5023662718033219,0.6581001688355685,0.5162008272759437,0.4383405806532036,0.4775112882833243,0.360601528011795,2021_04_06_22:05:15_819894,2021_04_06_22:05:15_weibull_only_rmse_819894.pt,0.4034818608522298,0.7434493349908,0.1800844967365265,0.2227582186460495,0.16308912634849548,1,0,0,0,0,0,0,0,0,1,0
2021_04_07_09:19:39,femto,weibull_mse,2341354,3000,4,2.0,0.199976726035066,2000,50,0,512,0.0001,2.6505655495753286,5,128,0.0,401,0.0249506059206194,0.1532457619905471,0.1253527253866195,0.1048009470105171,0.7172554788567225,0.0531329810619354,0.2305059432983398,0.1253527253866195,0.1536613255739212,0.3612443321612684,0.6167441022253883,0.8105350712794621,0.6868062796875702,0.6876412748900752,0.5099342901808286,0.5765279949249908,0.3045490894889439,2021_04_07_09:19:39_2341354,2021_04_07_09:19:39_weibull_mse_2341354.pt,0.40299918562053827,0.5696594199989042,0.17123651504516602,0.2228483259677887,0.14785081148147583,1,0,0,0,0,1,0,0,0,0,0
2021_04_07_10:17:58,femto,rmsle,5411207,3000,7,2.0,0.199976726035066,2000,50,0,64,0.0001,1.08040005798976,6,32,0.5,77,0.0234200022973571,0.1535306274890899,0.0989291742444038,0.1010986268520355,0.7162033241064785,0.0644668489694595,0.2539032697677612,0.0989291742444038,0.1668337881565094,0.2249904229495108,0.3233998011865737,0.9686348912321228,0.4174023267548341,0.1444759933667894,0.1138254102700797,0.2785017729792907,0.2910559913599678,2021_04_07_10:17:58_5411207,2021_04_07_10:17:58_rmsle_5411207.pt,0.40067680587863674,0.5657735167082385,0.19032226502895355,0.2232813537120819,0.15711118280887604,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_18:44:23,femto,rmse,6469172,3000,3,2.0,0.199976726035066,2000,50,0,256,0.0001,2.159757774363261,4,256,0.6,89,0.0221940652631661,0.1490455418825149,0.0985821411013603,0.0999596863985061,0.7325422244301514,0.0641747638583183,0.2533273994922638,0.0985821411013603,0.1697759181261062,0.2285019481901816,0.3471404798449939,0.9797848005508196,0.4605298527980815,0.1964609033202278,0.288495238530444,0.2446381787089876,0.2551895408480835,2021_04_06_18:44:23_6469172,2021_04_06_18:44:23_rmse_6469172.pt,0.3998019871021036,0.5971490890144104,0.18760152161121368,0.22344425320625305,0.15627934038639069,0,1,0,1,0,0,0,0,0,0,0
2021_04_06_19:54:56,femto,mse,6080472,3000,3,2.0,0.199976726035066,2000,50,0,32,0.0001,1.7227102570502073,5,32,0.2,41,0.0223706645263133,0.1490871310234069,0.1004644259810447,0.0992475599050521,0.7323929242119387,0.0655415877699852,0.2560109496116638,0.1004644259810447,0.1701334118843078,0.212070077193288,0.3307036597366878,0.9744937333000062,0.4418723080097774,0.2156563791925085,0.1831679521983917,0.2145820472810053,0.2857446613606288,2021_04_06_19:54:56_6080472,2021_04_06_19:54:56_mse_6080472.pt,0.3994557662741698,0.5482517471135664,0.1858426183462143,0.22350868582725525,0.15192003548145294,0,1,1,0,0,0,0,0,0,0,0
2021_04_06_19:20:20,femto,weibull_mse,6548519,3000,13,2.0,0.199976726035066,2000,50,0,256,0.01,1.357335188449874,3,128,0.0,15,0.0198999490479336,0.1490370482206344,0.1310290545225143,0.1004992350935936,0.7325727110275269,0.045723620802164,0.2138308435678482,0.1310290545225143,0.1443107426166534,0.4503183889408435,0.658232656698146,0.761254669150287,0.7933676651853521,0.7986792621860885,0.5927493195432498,0.7540801272237356,0.3528077508848867,2021_04_06_19:20:20_6548519,2021_04_06_19:20:20_weibull_mse_6548519.pt,0.39934133715880493,0.6896764514106234,0.16271252930164337,0.22352997958660126,0.1482936590909958,1,0,0,0,0,1,0,0,0,0,0
2021_04_06_23:00:46,femto,weibull_rmse,6358466,3000,4,2.0,0.199976726035066,2000,50,0,512,0.0001,1.7568041914902186,6,32,0.25,574,0.030648935586214,0.173757404088974,0.1281856447458267,0.110837921500206,0.6365003507878433,0.0641286075115203,0.2532362937927246,0.1281856447458267,0.1657827794551849,0.229056803645542,0.3963371715363202,0.8408536113990953,0.4538415575479001,0.2206162228289879,0.0396617749993249,0.3575405832308043,0.3508209919927246,2021_04_06_23:00:46_6358466,2021_04_06_23:00:46_weibull_rmse_6358466.pt,0.3987214654950618,0.597502968500945,0.18003857135772705,0.22364529967308044,0.15858381986618042,1,1,0,0,0,0,1,0,0,0,0
2021_04_07_08:34:00,femto,weibull_mse,7540031,3000,7,2.0,0.199976726035066,2000,50,0,256,0.01,0.899276338684889,3,256,0.2,7,0.0196856655837858,0.1375404149293899,0.1176360249519348,0.0938087329268455,0.7722397393776674,0.0449005626142025,0.2118975520133972,0.1176360249519348,0.1432621031999588,0.460213141408077,0.6584691935035585,0.8263672330559922,0.7766691615934713,0.7865516582655023,0.6049186543189141,0.7405100915773386,0.3663157493251299,2021_04_07_08:34:00_7540031,2021_04_07_08:34:00_weibull_mse_7540031.pt,0.3982729832739438,0.684042254990472,0.16708822548389435,0.22372868657112122,0.14935585856437683,1,1,0,0,0,1,0,0,0,0,0
2021_04_07_09:10:13,femto,rmsle,3611125,3000,5,2.0,0.199976726035066,2000,50,0,32,0.0001,1.1676929336309798,7,16,0.2,48,0.0236329547284791,0.1529523730278015,0.0985259786248207,0.1000237762928009,0.7183370623196796,0.0633932873606681,0.2517802715301513,0.0985259786248207,0.1650292426347732,0.2378966682212218,0.3459068094895261,0.965667095812673,0.416024131490194,0.1774959123995442,0.1390878389163233,0.2903709895418539,0.2996900787276173,2021_04_07_09:10:13_3611125,2021_04_07_09:10:13_rmsle_3611125.pt,0.39783556251284047,0.5610091120578315,0.18832963705062866,0.22381000220775604,0.15524592995643616,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_22:57:25,femto,rmsle,6751531,3000,2,2.0,0.199976726035066,2000,50,0,256,0.0001,1.388594139961722,7,256,0.6,102,0.0241686546188943,0.1560713201761245,0.1048648729920387,0.1051358133554458,0.7067328167692084,0.0616623014211654,0.2483189702033996,0.1048648729920387,0.1663140952587127,0.2587062751515421,0.3553660897045609,0.9569414711053328,0.4305334336240428,0.1634251566247287,0.3461931169727897,0.2775810302386415,0.2611078160923391,2021_04_06_22:57:25_6751531,2021_04_06_22:57:25_rmsle_6751531.pt,0.39679976984095444,0.6114542141706467,0.19186057150363922,0.2240023910999298,0.16018494963645935,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_20:57:11,femto,weibull_only_rmse,1358970,3000,1,2.0,0.199976726035066,2000,50,0,128,0.001,0.4400758470519849,3,128,0.5,109,0.0398635201043251,0.2003485113382339,0.1534812599420547,0.1299312859773636,0.5167302750412258,0.0653305649757385,0.2555984556674957,0.1534812599420547,0.1664718091487884,0.2146070680714918,0.3143017938452167,0.7653961213303996,0.2828363599775102,-0.1737167863896371,0.0116753103985985,0.2912921978213779,0.3641373609248531,2021_04_06_20:57:11_1358970,2021_04_06_20:57:11_weibull_only_rmse_1358970.pt,0.3961404451040824,0.6259325572374159,0.17417429387569427,0.22412478923797607,0.15709863603115082,1,1,0,0,0,0,0,0,0,1,0
2021_04_07_09:10:20,femto,weibull_mse,7240412,3000,6,2.0,0.199976726035066,2000,50,0,512,0.01,2.8740009400216397,3,128,0.4,18,0.0236899606469604,0.1458274126052856,0.1242381483316421,0.0988764390349388,0.7439672206535275,0.045334119349718,0.2129181325435638,0.1242381483316421,0.1448609828948974,0.4550009066118714,0.6312300939620845,0.8039929711293291,0.7475543652093998,0.7575206367515467,0.6832836617889141,0.7516176647189325,0.2951845765434256,2021_04_07_09:10:20_7240412,2021_04_07_09:10:20_weibull_mse_7240412.pt,0.3957048025859219,0.6361846987797741,0.1762511432170868,0.2242056131362915,0.149745374917984,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_18:57:29,femto,weibull_rmsle,6548519,3000,7,2.0,0.199976726035066,2000,50,0,256,0.0001,1.6785080953414244,5,32,0.0,387,0.0281241439721163,0.1672461032867431,0.118637315928936,0.1072966381907463,0.6632331657536181,0.0664830133318901,0.257843017578125,0.118637315928936,0.1689380407333374,0.2007525561227122,0.3567737741894619,0.8910258325094838,0.4177907353640195,0.1690163853819576,0.0653277944130836,0.2381912157764677,0.3369535434856755,2021_04_06_18:57:29_6548519,2021_04_06_18:57:29_weibull_rmsle_6548519.pt,0.3950120209828013,0.5798949691222279,0.18023613095283508,0.22433409094810486,0.1577039659023285,1,0,0,0,0,0,0,1,0,0,0
2021_04_07_09:08:41,femto,weibull_mse,5800053,3000,5,2.0,0.199976726035066,2000,50,0,256,0.0001,2.158914773609148,3,32,0.4,1950,0.0288544652216574,0.1689727902412414,0.1413155198097229,0.1097475290298461,0.6562435621241305,0.0567947328090667,0.2370543777942657,0.1413155198097229,0.1572287082672119,0.3244361554116065,0.6671883580119723,0.6775280505362792,0.8574535993869127,0.7432851826067044,0.316423937889553,0.7180841632450925,0.3206029677285992,2021_04_07_09:08:41_5800053,2021_04_07_09:08:41_weibull_mse_5800053.pt,0.39432235651337133,0.6622277535710757,0.166755810379982,0.22446192800998688,0.14989838004112244,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_16:19:42,femto,weibull_mse,3873392,3000,1,2.0,0.199976726035066,2000,50,0,512,0.0001,2.2515002208322654,3,256,0.2,747,0.0226448263145155,0.1474086493253708,0.1242205053567886,0.1007149890065193,0.7383846646021242,0.0518172606825828,0.2276340723037719,0.1242205053567886,0.1518778651952743,0.3770617143500362,0.6546535886061409,0.8089797183312506,0.7524494026528334,0.7695842168247227,0.4311389072497033,0.6775114403249346,0.364611004496885,2021_04_06_16:19:42_3873392,2021_04_06_16:19:42_weibull_mse_3873392.pt,0.3936311168536135,0.6082520140477288,0.17051084339618683,0.2245899736881256,0.15027040243148804,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_19:31:10,femto,weibull_only_rmse,9719569,3000,0,2.0,0.199976726035066,2000,50,0,512,0.1,2.817359749429897,2,16,0.25,55,0.0552592331336604,0.2389718890190124,0.1896249651908874,0.1478619575500488,0.3124393654559635,0.0622193701565265,0.2494381219148636,0.1896249651908874,0.1639693677425384,0.2520093233939472,0.4443864984769066,0.40715585554515,0.4242763566348503,-0.0276217854527229,0.0032655935669502,0.4374616897495323,0.4001227324265294,2021_04_06_19:31:10_9719569,2021_04_06_19:31:10_weibull_only_rmse_9719569.pt,0.39215365589996587,0.7721607456172114,0.1798882931470871,0.2248634248971939,0.15537284314632416,1,1,0,0,0,0,0,0,0,1,0
2021_04_06_18:50:11,femto,mse,2913727,3000,2,2.0,0.199976726035066,2000,50,0,64,0.1,1.331203205177355,3,128,0.0,10,0.0232413615043641,0.1504946947097778,0.1072960346937179,0.1022670343518257,0.727315964620431,0.062509037554264,0.2500180602073669,0.1072960346937179,0.1677443385124206,0.2485269884145123,0.3527944638251099,0.9416528611795998,0.5303347302325393,0.2670922609018156,0.2858249165647519,0.2659878592643767,0.2607865989605595,2021_04_06_18:50:11_2913727,2021_04_06_18:50:11_mse_2913727.pt,0.39127448367751816,0.5896130574930294,0.18876594305038452,0.2250259816646576,0.15661513805389404,0,0,1,0,0,0,0,0,0,0,0
2021_04_06_18:56:12,femto,weibull_mse,4924246,3000,0,2.0,0.199976726035066,2000,50,0,32,0.001,2.2497747063600477,7,128,0.25,12,0.0205282867448686,0.1500349342823028,0.1286605894565582,0.0988805815577507,0.7289795225661047,0.0478010550141334,0.21863454580307,0.1286605894565582,0.1476643085479736,0.4253438460667754,0.6650424746629577,0.7957088994613198,0.6979235018746142,0.8078246147996213,0.73056847845333,0.7824092949763841,0.2596620978668071,2021_04_06_18:56:12_4924246,2021_04_06_18:56:12_weibull_mse_4924246.pt,0.3910669900524605,0.7443109756298025,0.16472738981246948,0.22506433725357056,0.15037387609481812,1,1,0,0,0,1,0,0,0,0,0
2021_04_07_07:38:24,femto,weibull_rmsle,6797549,3000,1,2.0,0.199976726035066,2000,50,0,512,0.001,0.1322583571172896,7,16,0.2,28,0.0288800046675735,0.1665757298469543,0.12371277064085,0.1077149808406829,0.6659274614316864,0.0595040507614612,0.2439345270395279,0.12371277064085,0.1612220704555511,0.2846524768575634,0.4504735905206346,0.8585490721500793,0.4983888904104677,0.2500792952163528,0.2457585716027169,0.3790234189721426,0.3554015686873409,2021_04_07_07:38:24_6797549,2021_04_07_07:38:24_weibull_rmsle_6797549.pt,0.38955541715533726,0.564107628948308,0.1878044605255127,0.2253434956073761,0.15715141594409943,1,1,0,0,0,0,0,1,0,0,0
2021_04_06_19:47:48,femto,weibull_rmsle,3941164,3000,3,2.0,0.199976726035066,2000,50,0,512,0.0001,2.140648286560676,6,128,0.1,311,0.0326828573726945,0.1800264418125152,0.1351212561130523,0.1148280426859855,0.609797636759816,0.064816690981388,0.2545912563800812,0.1351212561130523,0.165927767753601,0.2207847262866672,0.3452259294043898,0.8339883960430622,0.352666716374572,0.1179686368298039,0.1206463290281917,0.2429068164332757,0.3307133290624902,2021_04_06_19:47:48_3941164,2021_04_06_19:47:48_weibull_rmsle_3941164.pt,0.38950309057960997,0.6066019918278496,0.1774602234363556,0.2253531515598297,0.1574915647506714,1,1,0,0,0,0,0,1,0,0,0
2021_04_07_09:40:50,femto,rmsle,597193,3000,0,2.0,0.199976726035066,2000,50,0,128,0.0001,2.887395873549546,6,128,0.6,66,0.0234913659197362,0.1543590277433395,0.1006739661097526,0.1028115525841713,0.713132523761528,0.063208021223545,0.2514120638370514,0.1006739661097526,0.1665387153625488,0.2401239753074568,0.3352984332073879,0.9667903416166568,0.4180798962861435,0.1422373276761801,0.2966690353084269,0.2377908118147023,0.2549302422974667,2021_04_07_09:40:50_597193,2021_04_07_09:40:50_rmsle_597193.pt,0.3890720783696263,0.562067230852153,0.19194085896015167,0.22543269395828247,0.1588331013917923,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_21:45:40,femto,weibull_only_rmsle,5495456,3000,1,2.0,0.199976726035066,2000,50,0,128,0.1,2.7015934561576787,3,16,0.0,97,0.0666647705842148,0.24121755361557,0.2002103179693222,0.1502966433763504,0.2994564134003019,0.0422412045300006,0.2055266797542572,0.2002103179693222,0.1374218910932541,0.492183481148655,0.7214659457425765,0.2666449592097765,0.5312643105631143,0.6103511028955195,0.6740141708857326,0.7769171786251401,0.4194824700943946,2021_04_06_21:45:40_5495456,2021_04_06_21:45:40_weibull_only_rmsle_5495456.pt,0.38687229278274093,0.7134936434813497,0.17452161014080048,0.22583818435668945,0.1551690548658371,1,0,0,0,0,0,0,0,0,0,1
2021_04_06_22:37:03,femto,weibull_mse,1623916,3000,8,2.0,0.199976726035066,2000,50,0,128,0.01,0.7330812339356924,4,64,0.1,12,0.0160243252122944,0.13782799243927,0.1182328388094902,0.0957715809345245,0.7712863408634697,0.0468880049884319,0.2165364027023315,0.1182328388094902,0.1468243598937988,0.4363203473270203,0.646837098474404,0.8202245403696864,0.7931362815450793,0.8007782260129936,0.6158219249744585,0.7229288127006686,0.3451234791840882,2021_04_06_22:37:03_1623916,2021_04_06_22:37:03_weibull_mse_1623916.pt,0.38679066288550235,0.6929675219027489,0.1623803824186325,0.22585321962833405,0.14955289661884308,1,1,0,0,0,1,0,0,0,0,0
2021_04_07_08:59:50,femto,weibull_only_rmsle,9877769,3000,4,2.0,0.199976726035066,2000,50,0,512,0.1,0.677130962128171,4,32,0.2,69,0.0345230365378989,0.1935327798128128,0.1635851114988327,0.1234482526779174,0.5490520736324961,0.0477201715111732,0.2184495031833648,0.1635851114988327,0.1455281525850296,0.4263161783737726,0.6021802566921052,0.5872224067668879,0.621220788584895,0.5520924318160382,0.5830897180213194,0.5999995682210219,0.3877061483882148,2021_04_07_08:59:50_9877769,2021_04_07_08:59:50_weibull_only_rmsle_9877769.pt,0.38560434792258136,0.6630672704038889,0.18072910606861115,0.2260715812444687,0.1637219786643982,1,1,0,0,0,0,0,0,0,0,1
2021_04_06_23:33:38,femto,mse,5515098,3000,1,2.0,0.199976726035066,2000,50,0,512,0.01,2.3238289844155524,7,16,0.6,10,0.0525211567680041,0.2074489146471023,0.1546946614980697,0.1301416307687759,0.4818689144119741,0.0640115290880203,0.2530050277709961,0.1546946614980697,0.1650798469781875,0.2304642546596752,0.3410129154496603,0.6272973249719149,0.3205311374886739,0.1782828935765138,0.0434152613941228,0.3087338960755945,0.3291524320794667,2021_04_06_23:33:38_5515098,2021_04_06_23:33:38_mse_5515098.pt,0.3848613458331187,0.48736735629180383,0.1915886253118515,0.22620822489261627,0.1521439403295517,0,1,1,0,0,0,0,0,0,0,0
2021_04_06_21:04:22,femto,rmsle,5311656,3000,3,2.0,0.199976726035066,2000,50,0,64,0.0001,1.17415114538752,4,64,0.4,49,0.02307748784678,0.151441752910614,0.0977801010012626,0.0995013639330864,0.7238732455248973,0.0659708380699157,0.2568478882312774,0.0977801010012626,0.1693035811185836,0.206909853232559,0.3221755301393714,0.9774765354909069,0.3901832667336918,0.1939331318708947,0.1130230461078374,0.2008857196377831,0.3142423312812824,2021_04_06_21:04:22_5311656,2021_04_06_21:04:22_rmsle_5311656.pt,0.3848121865994977,0.5356055828401642,0.18946824967861176,0.22621728479862213,0.15462958812713623,0,1,0,0,1,0,0,0,0,0,0
2021_04_06_21:02:11,femto,mse,6503947,3000,3,2.0,0.199976726035066,2000,50,0,64,0.0001,0.8973730819608171,5,64,0.4,50,0.0218875014336045,0.1475498676300048,0.0959350764751434,0.0984067469835281,0.7378831253422566,0.0636136531829834,0.2522175312042236,0.0959350764751434,0.1687104403972625,0.2352473976156061,0.3492685665918366,0.9852090042727608,0.4748256293489724,0.1865914427236674,0.2965523277082988,0.2576805865219129,0.2453073567967673,2021_04_06_21:02:11_6503947,2021_04_06_21:02:11_mse_6503947.pt,0.38465745162422826,0.5912442132428168,0.19089579582214355,0.2262457311153412,0.15852218866348267,0,1,1,0,0,0,0,0,0,0,0
2021_04_06_17:43:39,femto,weibull_only_mse,4810178,3000,9,2.0,0.199976726035066,2000,50,0,512,0.01,2.701195508401275,4,64,0.0,30,0.0277625291297833,0.1673213541507721,0.1376332938671112,0.11414086073637,0.6629300384484895,0.0602260455489158,0.2454099655151367,0.1376332938671112,0.1632621735334396,0.2759727214676268,0.5795670830717488,0.7730458069938729,0.5877745717862347,0.6597416588193239,0.4783046206210998,0.5248328138457279,0.1830266827116368,2021_04_06_17:43:39_4810178,2021_04_06_17:43:39_weibull_only_mse_4810178.pt,0.38384825074511353,0.5475608557923404,0.17858660221099854,0.2263944447040558,0.15016385912895203,1,0,0,0,0,0,0,0,1,0,0
2021_04_06_21:44:31,femto,weibull_mse,1623916,3000,0,2.0,0.199976726035066,2000,50,0,512,0.0001,1.18405868344625,3,32,0.1,1556,0.0210122699952787,0.1411480158567428,0.1179034784436225,0.095926284790039,0.7601350442323123,0.0515895076096057,0.2271332591772079,0.1179034784436225,0.1517866402864456,0.3797997140137519,0.6516507386759391,0.83804462378923,0.7706182661868801,0.7402921503235256,0.3386117305657337,0.6711804185327541,0.39521723626141,2021_04_06_21:44:31_1623916,2021_04_06_21:44:31_weibull_mse_1623916.pt,0.3833407617196928,0.6009907134661576,0.17055167257785797,0.2264876365661621,0.15196339786052704,1,1,0,0,0,1,0,0,0,0,0
2021_04_07_09:25:00,femto,weibull_only_rmsle,1474846,3000,10,2.0,0.199976726035066,2000,50,0,32,0.001,1.456909440360181,3,128,0.0,169,0.030655346443933,0.1743188649415969,0.1214706301689148,0.1139241158962249,0.6341474838871661,0.0620293579995632,0.2490569502115249,0.1214706301689148,0.1649534404277801,0.2542936296053344,0.4921747154467536,0.851706796787054,0.4489355608786728,0.3374500112433256,0.1710068181189123,0.4452307300678362,0.3340942439662845,2021_04_07_09:25:00_1474846,2021_04_07_09:25:00_weibull_only_rmsle_1474846.pt,0.38234122241263624,0.5544953754531892,0.18411777913570404,0.22667111456394196,0.157010018825531,1,0,0,0,0,0,0,0,0,0,1
2021_04_06_21:03:45,femto,weibull_only_rmse,1954374,3000,4,2.0,0.199976726035066,2000,50,0,512,0.001,0.1972328944512028,4,64,0.2,250,0.0487570046550697,0.2205898314714431,0.1708505004644394,0.1396597325801849,0.4141473390204574,0.0659788772463798,0.2568635642528534,0.1708505004644394,0.1666832566261291,0.2068131422155258,0.3232268275473265,0.6510471266161735,0.2719909111034415,-0.3810917420551252,-0.0269555588597796,0.3418596905072302,0.3383464562856637,2021_04_06_21:03:45_1954374,2021_04_06_21:03:45_weibull_only_rmse_1954374.pt,0.3817236929270671,0.6900763124696492,0.1734371930360794,0.22678440809249878,0.15670667588710785,1,1,0,0,0,0,0,0,0,1,0
2021_04_06_19:51:42,femto,weibull_mse,8216164,3000,2,2.0,0.199976726035066,2000,50,0,128,0.001,2.526694738196892,3,16,0.4,56,0.0377914766696366,0.1931324899196624,0.1545513123273849,0.1224219650030136,0.5509155539511992,0.0663222596049308,0.2575311064720154,0.1545513123273849,0.1725206822156906,0.2026850758928535,0.4585199572569031,0.6694903215790015,0.5902931052580904,0.4070229614417203,0.1478456955384147,0.3823482062893207,0.3165497406655623,2021_04_06_19:51:42_8216164,2021_04_06_19:51:42_weibull_mse_8216164.pt,0.38082178473464867,0.5866258195844531,0.1826135665178299,0.2269497662782669,0.15553149580955505,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_19:17:14,femto,weibull_mse,8225743,3000,7,2.0,0.199976726035066,2000,50,0,64,0.0001,2.5855141240117567,4,128,0.1,153,0.0217139227880221,0.1428224891424179,0.116035595536232,0.0964489206671714,0.7544101162036554,0.0490249954164028,0.2214159220457077,0.116035595536232,0.1473554968833923,0.4106298118618741,0.6574803787760961,0.8427804703062454,0.7395076590749984,0.7358984604907504,0.4049958580274156,0.6583334387275275,0.4260344056894556,2021_04_06_19:17:14_8225743,2021_04_06_19:17:14_weibull_mse_8225743.pt,0.38011090703721173,0.6097864143449823,0.17129845917224884,0.22708000242710114,0.15189549326896667,1,1,0,0,0,1,0,0,0,0,0
2021_04_07_09:05:09,femto,weibull_only_rmse,5315066,3000,8,2.0,0.199976726035066,2000,50,0,64,0.0001,1.286320145393386,5,128,0.6,441,0.046715557518782,0.2181834876537323,0.1681978851556778,0.1358753889799118,0.4268594642057225,0.0595409460365772,0.2440101504325866,0.1681978851556778,0.1591344028711319,0.2842088902162637,0.4537994607420912,0.5737319300566234,0.419759804500623,-0.0248223515970775,0.1205347321598998,0.3057356758575426,0.4358110144773987,2021_04_07_09:05:09_5315066,2021_04_07_09:05:09_weibull_only_rmse_5315066.pt,0.3790474822382417,0.6916984538652379,0.18657353520393372,0.22727471590042114,0.16183623671531677,1,1,0,0,0,0,0,0,0,1,0
2021_04_06_22:37:46,femto,weibull_mse,4992449,3000,0,2.0,0.199976726035066,2000,50,0,64,0.001,1.6121893929623776,3,256,0.2,18,0.0207021909229683,0.1379098147153854,0.1167128533124923,0.0935685262084007,0.7710146990381012,0.0451624542474746,0.2125146389007568,0.1167128533124923,0.1429336369037628,0.4570646109218435,0.6572896444317451,0.8323114378456327,0.7734653431594524,0.7741320401878033,0.5511070190846512,0.7308252892435267,0.3806471672513032,2021_04_06_22:37:46_4992449,2021_04_06_22:37:46_weibull_mse_4992449.pt,0.37835916107195566,0.6596730263411701,0.1688295155763626,0.22740063071250916,0.1529632806777954,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_19:24:08,femto,weibull_mse,2018436,3000,4,2.0,0.199976726035066,2000,50,0,32,0.001,1.412571669666861,3,256,0.5,15,0.0191323559477247,0.147548109292984,0.1274479627609253,0.1011158525943756,0.7378894082781318,0.0479880049824714,0.2190616875886917,0.1274479627609253,0.1486542522907257,0.4230963672134716,0.6298835725930683,0.7902890499133918,0.7516306218598778,0.7820212526307001,0.6723404884297012,0.773213119981497,0.2442355009725257,2021_04_06_19:24:08_2018436,2021_04_06_19:24:08_weibull_mse_2018436.pt,0.37608362507464965,0.702546928611181,0.1652718484401703,0.22781644761562347,0.15378116071224213,1,1,0,0,0,1,0,0,0,0,0
2021_04_06_18:05:19,femto,weibull_only_mse,2640393,3000,7,2.0,0.199976726035066,2000,50,0,128,0.0001,2.4887773273884304,4,256,0.0,134,0.0279607633975419,0.1664213389158249,0.1356362998485565,0.1135377362370491,0.6665464681047939,0.061105340719223,0.2471949607133865,0.1356362998485565,0.1643935143947601,0.2654019680026312,0.4970987037815962,0.7792343895995113,0.5945511601543592,0.6016471806387065,0.3357148656864218,0.4441443327436527,0.2680032974499029,2021_04_06_18:05:19_2640393,2021_04_06_18:05:19_weibull_only_mse_2640393.pt,0.37606267650714054,0.5169734327564339,0.17918255925178528,0.2278202921152115,0.15012609958648682,1,0,0,0,0,0,0,0,1,0,0
